MEMORY:,,* ALMEMO Control * Ver. AC-6.0.3.1 - 16.11.2017 13:00:56 * 06.08.2020 15:11:19                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,,,,,,,,,
ALMEMO,K:,,,,,,,,,,,,,
V7,BEREICH:,P204,Ntc ,P Uw,P td,P tw,Ntc ,HcrH,H td,H r ,NiCr,NiCr,NiCr,D2.6
710,KOMMENTAR:,WBGT,Psychromet,Feuchte,Taupunkt,Feuchttemp,Temp_T5,Feuchte_T5,TP_T5,Mischung,blatt aktu,blatt dry,blatt wet,quantum
V7,GW-MAX:,,,,,,,,,,,,,
$000016,GW-MIN:,,,,,,,,,,,,,
DATUM:,ZEIT:,M0.0 °C,M1.0 °C,M1.1 %H,M1.2 °C,M1.3 °C,M2.0 °C,M2.1 %H,M2.2 °C,M2.3 gk,M3.0 °C,M4.0 °C,M5.0 °C,M7.0 Wm
06.08.2020,10:21:11,26.89,24.73,45.8,12.4,16.94,25.09,42.3,11.5,8.4,22.7,23.1,20.6,43
06.08.2020,10:21:21,26.90,24.68,45.9,12.4,16.93,25.08,43.7,12.0,8.7,22.7,23.1,20.6,43
06.08.2020,10:21:31,26.90,24.81,45.4,12.3,16.94,25.07,42.2,11.4,8.4,22.7,23.0,20.6,43
06.08.2020,10:21:41,26.92,24.92,44.8,12.2,16.93,25.08,41.8,11.3,8.3,22.7,23.1,20.7,43
06.08.2020,10:21:51,26.92,24.95,45.0,12.3,16.98,25.11,42.8,11.7,8.5,22.7,23.2,20.7,43
06.08.2020,10:22:01,26.92,25.01,45.5,12.5,17.13,25.13,42.6,11.6,8.5,22.7,23.2,20.6,43
06.08.2020,10:22:11,26.93,25.08,46.4,12.9,17.32,25.16,42.3,11.6,8.4,22.7,23.1,20.6,43
06.08.2020,10:22:21,26.94,25.09,47.0,13.1,17.44,25.19,43.0,11.8,8.6,22.7,23.1,20.7,43
06.08.2020,10:22:31,26.94,25.01,47.7,13.3,17.50,25.20,43.0,11.8,8.6,22.7,23.1,20.7,43
06.08.2020,10:22:41,26.94,25.04,48.1,13.4,17.57,25.22,43.5,12.0,8.7,22.8,23.1,20.7,43
06.08.2020,10:22:51,26.95,25.00,48.3,13.4,17.57,25.23,43.3,12.0,8.7,22.8,23.2,20.8,43
06.08.2020,10:23:01,26.95,25.00,47.9,13.3,17.51,25.24,42.7,11.8,8.6,23.0,23.2,20.9,44
06.08.2020,10:23:11,26.98,24.95,48.3,13.4,17.54,25.26,43.7,12.1,8.8,23.0,23.2,20.8,43
06.08.2020,10:23:21,26.98,24.82,48.9,13.5,17.53,25.26,45.3,12.7,9.1,23.0,23.2,20.8,44
06.08.2020,10:23:31,26.99,24.64,49.3,13.4,17.45,25.24,45.2,12.6,9.1,23.0,23.2,20.8,44
06.08.2020,10:23:41,26.99,24.66,48.5,13.2,17.33,25.21,43.5,12.0,8.7,23.0,23.1,20.7,43
06.08.2020,10:23:51,27.00,24.75,48.0,13.1,17.33,25.19,43.8,12.1,8.7,22.9,23.1,20.7,43
06.08.2020,10:24:01,27.01,24.74,48.4,13.2,17.38,25.19,42.3,11.6,8.4,22.8,23.2,20.7,43
06.08.2020,10:24:11,27.01,24.73,49.0,13.4,17.48,25.19,42.9,11.8,8.6,22.8,23.1,20.8,43
06.08.2020,10:24:21,27.02,24.74,49.5,13.6,17.56,25.20,44.4,12.3,8.9,22.8,23.2,20.8,43
06.08.2020,10:24:31,27.03,24.74,49.5,13.6,17.56,25.20,44.1,12.2,8.8,22.7,23.2,20.7,44
06.08.2020,10:24:41,27.03,24.75,48.9,13.4,17.48,25.20,42.1,11.5,8.4,22.7,23.2,20.7,44
06.08.2020,10:24:51,27.04,24.84,48.7,13.4,17.51,25.21,42.1,11.5,8.4,22.7,23.2,20.8,44
06.08.2020,10:25:01,27.05,24.92,48.0,13.3,17.46,25.22,42.0,11.5,8.4,22.8,23.2,20.8,44
06.08.2020,10:25:11,27.05,25.01,47.2,13.1,17.41,25.24,41.8,11.5,8.4,23.0,23.3,20.8,44
06.08.2020,10:25:21,27.06,25.12,46.5,13.0,17.38,25.26,42.3,11.7,8.5,23.1,23.3,20.8,44
06.08.2020,10:25:31,27.06,25.12,46.5,13.0,17.38,25.28,43.1,12.0,8.7,23.1,23.3,20.7,44
06.08.2020,10:25:41,27.07,25.08,46.7,13.0,17.38,25.30,43.5,12.1,8.7,23.2,23.3,20.7,44
06.08.2020,10:25:51,27.08,24.99,46.6,12.9,17.28,25.29,44.0,12.3,8.8,23.1,23.3,20.6,44
06.08.2020,10:26:01,27.08,25.03,45.5,12.6,17.13,25.28,41.8,11.5,8.4,23.1,23.3,20.6,44
06.08.2020,10:26:11,27.08,25.03,45.1,12.4,17.06,25.28,42.5,11.7,8.5,22.9,23.3,20.6,44
06.08.2020,10:26:21,27.09,24.93,45.8,12.5,17.10,25.27,42.6,11.8,8.5,22.8,23.3,20.6,44
06.08.2020,10:26:31,27.10,24.95,46.3,12.7,17.20,25.27,43.3,12.0,8.7,22.8,23.4,20.7,44
06.08.2020,10:26:41,27.11,24.97,46.9,13.0,17.32,25.27,42.5,11.7,8.5,22.9,23.3,20.7,44
06.08.2020,10:26:51,27.11,24.99,47.6,13.2,17.45,25.28,42.3,11.7,8.5,22.9,23.4,20.8,44
06.08.2020,10:27:01,27.12,25.05,47.6,13.3,17.50,25.29,42.3,11.7,8.5,23.0,23.4,20.8,44
06.08.2020,10:27:11,27.13,25.11,47.3,13.2,17.50,25.31,42.0,11.6,8.4,23.1,23.4,20.8,44
06.08.2020,10:27:21,27.13,25.16,47.5,13.3,17.57,25.32,42.1,11.6,8.5,23.0,23.5,20.8,44
06.08.2020,10:27:31,27.14,25.18,48.0,13.5,17.68,25.35,42.1,11.7,8.5,23.0,23.5,20.8,44
06.08.2020,10:27:41,27.15,25.19,48.1,13.6,17.71,25.37,42.2,11.7,8.5,23.1,23.5,20.8,44
06.08.2020,10:27:51,27.16,25.18,49.0,13.8,17.84,25.39,42.1,11.7,8.5,23.1,23.5,20.8,44
06.08.2020,10:28:01,27.17,25.18,48.6,13.7,17.77,25.41,41.9,11.6,8.5,23.1,23.5,20.8,44
06.08.2020,10:28:11,27.18,25.25,48.5,13.7,17.82,25.43,42.2,11.8,8.5,23.1,23.5,20.9,44
06.08.2020,10:28:21,27.19,25.31,48.8,13.9,17.92,25.45,42.3,11.8,8.6,23.2,23.5,20.9,44
06.08.2020,10:28:31,27.21,25.34,49.4,14.1,18.04,25.48,42.4,11.9,8.6,23.2,23.6,20.9,44
06.08.2020,10:28:41,27.22,25.36,49.4,14.1,18.05,25.50,43.3,12.2,8.8,23.2,23.6,21.0,44
06.08.2020,10:28:51,27.23,25.40,49.3,14.1,18.08,25.51,42.5,11.9,8.7,23.2,23.6,21.0,44
06.08.2020,10:29:01,27.24,25.42,49.4,14.2,18.11,25.53,42.4,11.9,8.6,23.2,23.6,21.0,44
06.08.2020,10:29:11,27.25,25.41,49.7,14.3,18.15,25.56,41.6,11.7,8.5,23.2,23.7,21.1,44
06.08.2020,10:29:21,27.27,25.40,50.4,14.5,18.26,25.58,41.8,11.8,8.5,23.2,23.6,21.0,44
06.08.2020,10:29:31,27.28,25.36,50.8,14.5,18.28,25.60,42.1,11.9,8.6,23.1,23.6,21.1,44
06.08.2020,10:29:41,27.29,25.31,50.5,14.4,18.20,25.61,42.7,12.1,8.7,23.1,23.6,21.1,44
06.08.2020,10:29:51,27.31,25.22,49.9,14.2,18.03,25.62,41.4,11.6,8.5,23.2,23.6,21.1,44
06.08.2020,10:30:01,27.32,25.20,48.8,13.8,17.82,25.61,41.5,11.7,8.5,23.1,23.6,21.1,44
06.08.2020,10:30:11,27.33,25.17,48.9,13.8,17.82,25.61,41.7,11.7,8.5,23.1,23.6,21.1,44
06.08.2020,10:30:21,27.35,25.21,49.3,13.9,17.91,25.62,41.5,11.7,8.5,23.1,23.6,21.1,44
06.08.2020,10:30:31,27.36,25.22,50.4,14.3,18.10,25.63,42.2,11.9,8.7,23.2,23.7,21.1,44
06.08.2020,10:30:41,27.37,25.25,50.6,14.4,18.17,25.65,41.8,11.8,8.6,23.3,23.7,21.1,44
06.08.2020,10:30:51,27.38,25.44,49.3,14.2,18.11,25.67,40.7,11.4,8.4,23.3,23.8,21.1,44
06.08.2020,10:31:01,27.39,25.55,49.3,14.3,18.19,25.71,40.6,11.4,8.4,23.4,23.8,21.1,43
06.08.2020,10:31:11,27.41,25.67,49.2,14.3,18.27,25.76,40.7,11.5,8.4,23.5,23.8,21.2,43
06.08.2020,10:31:21,27.42,25.79,48.4,14.2,18.24,25.81,41.0,11.7,8.5,23.5,23.9,21.2,42
06.08.2020,10:31:31,27.44,25.90,47.8,14.1,18.23,25.85,40.9,11.7,8.5,23.6,23.9,21.2,42
06.08.2020,10:31:41,27.46,25.92,48.1,14.2,18.30,25.89,40.7,11.6,8.5,23.6,23.9,21.2,43
06.08.2020,10:31:51,27.48,25.96,48.1,14.3,18.34,25.93,41.0,11.8,8.6,23.7,24.0,21.3,44
06.08.2020,10:32:01,27.49,25.97,48.3,14.3,18.37,25.96,42.1,12.2,8.8,23.7,24.0,21.3,43
06.08.2020,10:32:11,27.52,25.88,48.5,14.3,18.33,25.99,43.1,12.6,9.0,23.7,23.9,21.3,43
06.08.2020,10:32:21,27.54,25.93,48.3,14.3,18.33,26.00,42.2,12.3,8.8,23.7,23.9,21.3,42
06.08.2020,10:32:31,27.55,25.92,49.3,14.6,18.51,26.02,41.7,12.1,8.8,23.7,24.0,21.4,42
06.08.2020,10:32:41,27.57,25.93,49.9,14.8,18.60,26.05,41.9,12.2,8.8,23.8,24.0,21.5,42
06.08.2020,10:32:51,27.60,25.93,50.3,14.9,18.67,26.07,42.0,12.3,8.8,23.8,24.0,21.5,43
06.08.2020,10:33:01,27.62,25.93,50.8,15.1,18.75,26.09,42.1,12.3,8.9,23.9,24.0,21.5,43
06.08.2020,10:33:11,27.64,25.93,50.8,15.1,18.76,26.12,41.7,12.2,8.8,23.9,24.1,21.5,43
06.08.2020,10:33:21,27.67,25.90,50.9,15.1,18.75,26.14,41.6,12.2,8.8,23.9,24.1,21.5,44
06.08.2020,10:33:31,27.68,25.86,50.1,14.8,18.57,26.14,40.5,11.8,8.6,23.7,24.0,21.6,43
06.08.2020,10:33:41,27.70,25.92,47.3,13.9,18.14,26.13,40.4,11.7,8.5,23.6,23.9,21.5,44
06.08.2020,10:33:51,27.72,25.89,45.7,13.4,17.86,26.12,40.7,11.8,8.6,23.6,23.8,21.4,44
06.08.2020,10:34:01,27.74,25.91,45.0,13.2,17.76,26.12,40.8,11.9,8.6,23.7,23.8,21.3,44
06.08.2020,10:34:11,27.76,25.89,45.0,13.2,17.74,26.13,41.8,12.3,8.8,23.7,23.8,21.3,44
06.08.2020,10:34:21,27.78,25.86,45.3,13.3,17.77,26.13,43.0,12.7,9.1,23.8,23.9,21.3,45
06.08.2020,10:34:31,27.80,25.86,45.7,13.4,17.85,26.13,42.3,12.4,8.9,23.8,23.9,21.3,45
06.08.2020,10:34:41,27.82,25.97,45.9,13.5,17.95,26.14,42.3,12.4,8.9,23.7,23.9,21.4,45
06.08.2020,10:34:51,27.84,25.97,46.1,13.6,17.99,26.15,43.0,12.7,9.1,23.6,24.0,21.4,44
06.08.2020,10:35:01,27.84,25.93,46.3,13.7,18.00,26.15,42.3,12.5,8.9,23.6,24.0,21.4,45
06.08.2020,10:35:11,27.86,26.02,46.5,13.8,18.11,26.15,41.4,12.1,8.8,23.6,24.0,21.4,45
06.08.2020,10:35:21,27.88,26.00,47.1,14.0,18.19,26.17,41.5,12.2,8.8,23.6,24.0,21.5,45
06.08.2020,10:35:31,27.89,25.90,47.5,14.0,18.18,26.17,41.4,12.1,8.8,23.6,24.0,21.5,45
06.08.2020,10:35:41,27.91,25.89,47.8,14.1,18.21,26.18,41.1,12.0,8.7,23.6,24.0,21.5,45
06.08.2020,10:35:51,27.93,25.86,47.9,14.1,18.21,26.19,41.0,12.0,8.7,23.6,24.0,21.5,45
06.08.2020,10:36:01,27.94,25.81,48.0,14.1,18.20,26.18,40.9,12.0,8.7,23.5,23.9,21.4,47
06.08.2020,10:36:11,27.95,25.78,47.6,13.9,18.09,26.18,40.1,11.7,8.5,23.4,23.9,21.3,46
06.08.2020,10:36:21,27.97,25.73,46.8,13.6,17.91,26.17,40.7,11.9,8.6,23.4,23.9,21.3,46
06.08.2020,10:36:31,27.98,25.85,45.4,13.3,17.77,26.16,40.5,11.8,8.6,23.4,23.9,21.3,46
06.08.2020,10:36:41,27.99,25.86,45.5,13.3,17.80,26.17,41.1,12.0,8.7,23.5,23.8,21.2,47
06.08.2020,10:36:51,27.99,25.85,46.4,13.6,17.95,26.18,41.0,12.0,8.7,23.5,23.8,21.3,45
06.08.2020,10:37:01,28.00,25.80,46.7,13.6,17.95,26.19,41.4,12.2,8.8,23.5,23.8,21.3,45
06.08.2020,10:37:11,28.02,25.76,47.0,13.7,17.97,26.20,42.5,12.6,9.0,23.5,23.8,21.4,46
06.08.2020,10:37:21,28.03,25.64,47.5,13.8,17.96,26.19,41.6,12.2,8.8,23.5,23.8,21.4,46
06.08.2020,10:37:31,28.04,25.52,47.6,13.7,17.89,26.17,42.2,12.4,8.9,23.6,23.8,21.4,46
06.08.2020,10:37:41,28.05,25.40,47.8,13.6,17.82,26.15,41.7,12.2,8.8,23.7,23.8,21.4,46
06.08.2020,10:37:51,28.06,25.55,46.2,13.3,17.66,26.12,39.8,11.5,8.4,23.7,23.8,21.4,46
06.08.2020,10:38:01,28.06,25.55,45.5,13.0,17.55,26.12,40.6,11.8,8.6,23.6,23.8,21.3,46
06.08.2020,10:38:11,28.07,25.64,45.1,13.0,17.55,26.12,40.4,11.7,8.5,23.6,23.9,21.3,46
06.08.2020,10:38:21,28.08,25.82,44.5,12.9,17.59,26.14,40.3,11.7,8.5,23.7,24.0,21.3,46
06.08.2020,10:38:31,28.08,25.96,43.8,12.8,17.58,26.16,40.2,11.7,8.5,23.8,24.0,21.3,46
06.08.2020,10:38:41,28.10,26.00,43.4,12.7,17.54,26.18,40.2,11.7,8.5,23.8,24.0,21.4,47
06.08.2020,10:38:51,28.11,26.03,43.5,12.8,17.59,26.19,40.1,11.7,8.5,23.9,24.0,21.4,47
06.08.2020,10:39:01,28.11,26.04,43.5,12.8,17.60,26.21,40.2,11.7,8.5,23.9,24.1,21.4,47
06.08.2020,10:39:11,28.12,26.00,43.8,12.9,17.63,26.23,42.1,12.5,8.9,23.8,24.0,21.4,47
06.08.2020,10:39:21,28.13,25.91,44.6,13.0,17.68,26.23,40.6,11.9,8.6,23.7,24.0,21.3,46
06.08.2020,10:39:31,28.14,25.93,44.4,13.0,17.66,26.22,38.6,11.1,8.2,23.7,24.0,21.4,46
06.08.2020,10:39:41,28.15,26.07,43.6,12.8,17.64,26.24,39.4,11.5,8.4,23.6,24.0,21.3,47
06.08.2020,10:39:51,28.15,25.99,44.3,13.0,17.69,26.26,40.0,11.7,8.5,23.5,23.9,21.2,47
06.08.2020,10:40:01,28.15,25.93,45.2,13.3,17.81,26.26,40.5,11.9,8.6,23.5,23.9,21.2,47
06.08.2020,10:40:11,28.16,25.88,46.3,13.6,17.95,26.26,39.6,11.5,8.4,23.5,23.9,21.3,47
06.08.2020,10:40:21,28.17,25.86,45.8,13.4,17.85,26.26,39.0,11.3,8.3,23.5,23.9,21.3,47
06.08.2020,10:40:31,28.17,25.77,46.1,13.4,17.83,26.26,40.9,12.0,8.7,23.5,23.9,21.3,47
06.08.2020,10:40:41,28.18,25.70,46.2,13.4,17.79,26.26,39.9,11.7,8.5,23.5,23.8,21.3,47
06.08.2020,10:40:51,28.19,25.67,46.4,13.4,17.80,26.25,40.1,11.7,8.5,23.5,23.8,21.4,47
06.08.2020,10:41:01,28.19,25.62,46.7,13.5,17.81,26.25,41.2,12.1,8.8,23.5,23.8,21.4,47
06.08.2020,10:41:11,28.20,25.64,46.8,13.5,17.84,26.25,41.3,12.2,8.8,23.5,23.9,21.4,47
06.08.2020,10:41:21,28.21,25.63,46.9,13.6,17.85,26.24,41.4,12.2,8.8,23.5,23.8,21.4,47
06.08.2020,10:41:31,28.22,25.63,47.3,13.7,17.92,26.24,41.2,12.1,8.8,23.4,23.9,21.4,61
06.08.2020,10:41:41,28.22,25.65,47.5,13.8,17.98,26.23,40.7,11.9,8.6,23.4,23.9,21.4,80
06.08.2020,10:41:51,28.22,25.65,48.0,13.9,18.05,26.22,41.1,12.1,8.7,23.5,23.9,21.3,52
06.08.2020,10:42:01,28.24,25.51,48.1,13.8,17.96,26.20,41.2,12.1,8.7,23.5,23.9,21.4,47
06.08.2020,10:42:11,28.25,25.48,47.1,13.5,17.77,26.18,40.0,11.6,8.5,23.6,23.8,21.4,48
06.08.2020,10:42:21,28.25,25.58,45.4,13.0,17.55,26.16,41.4,12.1,8.8,23.5,23.8,21.3,48
06.08.2020,10:42:31,28.25,25.57,44.5,12.7,17.40,26.14,41.4,12.1,8.7,23.4,23.8,21.3,48
06.08.2020,10:42:41,28.25,25.43,45.1,12.8,17.39,26.11,41.9,12.3,8.8,23.3,23.8,21.4,48
06.08.2020,10:42:51,28.25,25.41,45.4,12.9,17.43,26.09,41.1,12.0,8.7,23.4,23.9,21.3,51
06.08.2020,10:43:01,28.25,25.49,45.4,12.9,17.49,26.08,41.6,12.1,8.8,23.4,23.9,21.3,54
06.08.2020,10:43:11,28.25,25.48,45.6,13.0,17.51,26.07,42.5,12.5,8.9,23.4,23.9,21.3,54
06.08.2020,10:43:21,28.25,25.53,45.3,12.9,17.50,26.07,40.1,11.6,8.4,23.4,23.9,21.4,52
06.08.2020,10:43:31,28.25,25.62,45.3,13.0,17.57,26.08,40.7,11.8,8.6,23.3,24.0,21.3,53
06.08.2020,10:43:41,28.25,25.64,46.1,13.3,17.72,26.09,41.8,12.2,8.8,23.4,23.9,21.3,52
06.08.2020,10:43:51,28.25,25.64,46.3,13.4,17.76,26.09,40.2,11.6,8.5,23.5,24.0,21.3,57
06.08.2020,10:44:01,28.25,25.71,45.9,13.3,17.74,26.11,40.7,11.8,8.6,23.6,24.0,21.2,48
06.08.2020,10:44:11,28.25,25.70,45.8,13.3,17.73,26.12,42.6,12.5,9.0,23.6,23.9,21.2,47
06.08.2020,10:44:21,28.25,25.76,45.8,13.3,17.77,26.13,41.5,12.1,8.8,23.6,23.9,21.2,79
06.08.2020,10:44:31,28.25,25.82,46.2,13.5,17.89,26.15,41.7,12.2,8.8,23.6,24.0,21.3,53
06.08.2020,10:44:41,28.26,25.81,46.5,13.6,17.93,26.17,42.4,12.5,9.0,23.6,24.0,21.3,79
06.08.2020,10:44:51,28.26,25.76,46.6,13.6,17.91,26.17,42.1,12.4,8.9,23.6,24.0,21.4,77
06.08.2020,10:45:01,28.26,25.79,46.7,13.6,17.95,26.18,42.0,12.4,8.9,23.6,24.0,21.4,60
06.08.2020,10:45:11,28.26,25.80,46.1,13.4,17.85,26.17,42.7,12.6,9.0,23.6,23.9,21.4,59
06.08.2020,10:45:21,28.27,25.80,45.8,13.3,17.80,26.16,41.3,12.1,8.7,23.7,23.9,21.3,110
06.08.2020,10:45:31,28.27,25.80,45.3,13.2,17.72,26.15,40.5,11.8,8.6,23.7,23.8,21.3,86
06.08.2020,10:45:41,28.27,25.91,44.1,12.9,17.59,26.15,39.9,11.6,8.4,23.7,23.8,21.2,66
06.08.2020,10:45:51,28.28,26.18,42.5,12.6,17.53,26.18,39.2,11.3,8.3,23.8,23.9,21.2,122
06.08.2020,10:46:01,28.28,26.24,42.2,12.5,17.52,26.21,39.4,11.4,8.4,23.8,23.9,21.2,55
06.08.2020,10:46:11,28.28,26.18,42.9,12.7,17.59,26.25,41.2,12.1,8.8,23.7,24.0,21.2,50
06.08.2020,10:46:21,28.28,26.16,43.7,13.0,17.73,26.27,40.8,12.0,8.7,23.6,24.0,21.4,61
06.08.2020,10:46:31,28.29,26.10,44.7,13.3,17.86,26.29,41.6,12.3,8.9,23.6,24.1,21.4,51
06.08.2020,10:46:41,28.30,25.99,45.5,13.4,17.90,26.30,40.9,12.1,8.7,23.6,24.1,21.5,50
06.08.2020,10:46:51,28.30,25.95,46.1,13.6,17.97,26.30,40.3,11.9,8.6,23.6,24.1,21.5,50
06.08.2020,10:47:01,28.30,25.98,46.5,13.8,18.07,26.31,39.7,11.6,8.5,23.5,24.1,21.5,49
06.08.2020,10:47:11,28.30,25.96,46.3,13.7,18.01,26.32,39.9,11.7,8.5,23.5,24.1,21.5,50
06.08.2020,10:47:21,28.31,25.93,45.1,13.2,17.79,26.32,40.4,11.9,8.6,23.5,24.1,21.5,50
06.08.2020,10:47:31,28.32,25.93,44.4,13.0,17.65,26.31,39.2,11.4,8.4,23.5,24.1,21.5,49
06.08.2020,10:47:41,28.32,26.02,43.4,12.7,17.56,26.30,39.1,11.4,8.3,23.6,24.2,21.5,50
06.08.2020,10:47:51,28.33,26.00,43.5,12.8,17.57,26.31,40.4,11.9,8.6,23.7,24.2,21.5,51
06.08.2020,10:48:01,28.33,26.04,43.5,12.8,17.60,26.32,40.1,11.8,8.6,23.6,24.1,21.4,50
06.08.2020,10:48:11,28.34,26.00,43.7,12.8,17.61,26.33,40.6,12.0,8.7,23.5,24.2,21.4,51
06.08.2020,10:48:21,28.34,26.04,43.7,12.9,17.63,26.33,40.0,11.8,8.5,23.4,24.2,21.5,52
06.08.2020,10:48:31,28.34,26.01,43.5,12.7,17.56,26.33,38.7,11.3,8.3,23.5,24.2,21.6,52
06.08.2020,10:48:41,28.35,26.02,43.6,12.8,17.59,26.34,38.3,11.1,8.2,23.5,24.2,21.6,53
06.08.2020,10:48:51,28.35,26.04,44.0,13.0,17.68,26.35,38.8,11.3,8.3,23.5,24.2,21.6,54
06.08.2020,10:49:01,28.36,26.06,44.4,13.1,17.77,26.36,39.0,11.4,8.3,23.5,24.2,21.5,56
06.08.2020,10:49:11,28.36,26.01,44.8,13.2,17.79,26.38,39.9,11.8,8.6,23.7,24.2,21.6,56
06.08.2020,10:49:21,28.37,26.13,44.0,13.0,17.75,26.38,39.1,11.5,8.4,23.8,24.2,21.6,58
06.08.2020,10:49:31,28.37,26.23,43.8,13.1,17.80,26.40,39.9,11.8,8.6,23.8,24.2,21.6,62
06.08.2020,10:49:41,28.40,26.30,44.1,13.2,17.92,26.42,39.7,11.7,8.5,23.7,24.2,21.6,77
06.08.2020,10:49:51,28.41,26.28,45.5,13.7,18.13,26.45,40.9,12.2,8.8,23.8,24.2,21.7,95
06.08.2020,10:50:01,28.41,26.20,46.9,14.1,18.31,26.47,41.3,12.4,8.9,23.8,24.3,21.8,93
06.08.2020,10:50:11,28.42,26.15,47.6,14.3,18.39,26.48,40.8,12.2,8.8,23.8,24.3,21.8,104
06.08.2020,10:50:21,28.43,26.19,47.0,14.1,18.32,26.48,39.9,11.9,8.6,23.7,24.3,21.8,132
06.08.2020,10:50:31,28.45,26.44,45.4,13.8,18.24,26.49,38.4,11.3,8.3,23.8,24.4,21.8,131
06.08.2020,10:50:41,28.45,26.55,44.8,13.7,18.24,26.52,38.9,11.5,8.4,23.9,24.4,21.6,118
06.08.2020,10:50:51,28.45,26.54,44.8,13.7,18.23,26.55,39.3,11.7,8.5,23.9,24.3,21.5,117
06.08.2020,10:51:01,28.46,26.48,45.6,13.9,18.32,26.58,39.6,11.8,8.6,23.9,24.3,21.6,116
06.08.2020,10:51:11,28.48,26.32,46.3,14.0,18.30,26.59,40.3,12.1,8.7,23.9,24.3,21.6,129
06.08.2020,10:51:21,28.49,26.62,44.8,13.8,18.29,26.60,40.2,12.1,8.7,23.9,24.3,21.7,124
06.08.2020,10:51:31,28.50,27.04,44.6,14.1,18.58,26.61,39.1,11.7,8.5,23.9,24.3,21.6,130
06.08.2020,10:51:41,28.51,27.12,43.8,13.9,18.51,26.62,38.9,11.6,8.5,23.9,24.3,21.5,123
06.08.2020,10:51:51,28.53,27.11,44.3,14.0,18.58,26.63,38.9,11.6,8.5,24.0,24.3,21.5,124
06.08.2020,10:52:01,28.54,26.88,44.7,14.0,18.48,26.65,41.2,12.5,9.0,23.9,24.3,21.6,104
06.08.2020,10:52:11,28.55,26.76,44.7,13.8,18.37,26.66,39.7,11.9,8.7,23.9,24.3,21.8,76
06.08.2020,10:52:21,28.57,26.60,44.8,13.7,18.26,26.67,39.4,11.8,8.6,24.0,24.4,21.8,64
06.08.2020,10:52:31,28.58,26.53,44.0,13.4,18.07,26.69,38.7,11.6,8.4,24.0,24.5,21.7,60
06.08.2020,10:52:41,28.60,26.45,43.7,13.2,17.96,26.69,39.4,11.9,8.6,23.9,24.4,21.7,53
06.08.2020,10:52:51,28.60,26.48,43.4,13.1,17.92,26.69,39.6,11.9,8.6,23.8,24.5,21.7,50
06.08.2020,10:53:01,28.61,26.58,42.8,13.0,17.90,26.69,39.1,11.7,8.5,23.7,24.4,21.8,51
06.08.2020,10:53:11,28.63,26.60,42.7,13.0,17.90,26.71,39.7,12.0,8.7,23.7,24.5,21.7,53
06.08.2020,10:53:21,28.64,26.51,43.0,13.0,17.87,26.72,39.0,11.7,8.5,23.6,24.4,21.7,52
06.08.2020,10:53:31,28.65,26.63,42.6,13.0,17.89,26.74,40.3,12.2,8.8,23.5,24.4,21.7,54
06.08.2020,10:53:41,28.68,26.66,42.5,13.0,17.91,26.75,39.4,11.9,8.6,23.6,24.4,21.7,54
06.08.2020,10:53:51,28.69,26.70,41.9,12.8,17.82,26.76,39.0,11.8,8.5,23.7,24.4,21.8,57
06.08.2020,10:54:01,28.70,26.88,40.8,12.6,17.77,26.78,38.2,11.5,8.4,23.8,24.5,21.7,54
06.08.2020,10:54:11,28.72,26.98,40.5,12.5,17.79,26.82,38.4,11.6,8.4,23.8,24.5,21.7,55
06.08.2020,10:54:21,28.74,27.08,40.1,12.5,17.79,26.85,38.8,11.8,8.5,23.8,24.6,21.7,52
06.08.2020,10:54:31,28.75,27.03,40.8,12.7,17.88,26.89,39.1,11.9,8.6,23.7,24.6,21.7,53
06.08.2020,10:54:41,28.76,27.05,40.8,12.7,17.90,26.92,38.8,11.8,8.6,23.9,24.7,21.8,59
06.08.2020,10:54:51,28.77,27.09,40.8,12.7,17.93,26.95,38.7,11.8,8.6,24.0,24.7,21.9,56
06.08.2020,10:55:01,28.78,27.09,41.0,12.8,17.96,26.98,40.3,12.5,9.0,23.8,24.7,21.9,60
06.08.2020,10:55:11,28.80,27.01,41.7,13.0,18.04,27.01,40.0,12.4,8.9,23.9,24.7,22.1,71
06.08.2020,10:55:21,28.82,27.09,41.5,13.0,18.06,27.02,39.0,12.0,8.7,23.9,24.8,22.1,70
06.08.2020,10:55:31,28.83,27.23,40.8,12.9,18.03,27.03,37.9,11.6,8.4,23.8,24.8,22.1,85
06.08.2020,10:55:41,28.85,27.35,39.8,12.6,17.94,27.05,37.5,11.4,8.4,23.9,24.8,22.0,115
06.08.2020,10:55:51,28.87,27.41,39.5,12.5,17.93,27.08,38.3,11.8,8.6,24.1,24.8,21.9,85
06.08.2020,10:56:01,28.88,27.29,40.0,12.6,17.93,27.10,38.5,11.9,8.6,23.9,24.8,22.0,72
06.08.2020,10:56:11,28.90,27.19,40.3,12.6,17.91,27.11,38.5,11.9,8.6,23.8,24.7,21.8,86
06.08.2020,10:56:21,28.91,27.11,40.7,12.7,17.93,27.12,38.8,12.0,8.7,23.9,24.6,21.8,77
06.08.2020,10:56:31,28.91,27.00,41.4,12.9,17.96,27.12,38.9,12.0,8.7,23.9,24.6,21.8,90
06.08.2020,10:56:41,28.93,26.98,41.5,12.9,17.98,27.12,39.9,12.4,8.9,23.8,24.6,21.9,66
