MEMORY:,,* ALMEMO Control * Ver. AC-6.0.3.1 - 16.11.2017 13:00:56 * 06.08.2020 15:11:19                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,,,,,,,,,
ALMEMO,K:,,,,,,,,,,,,,
V7,BEREICH:,P204,Ntc ,P Uw,P td,P tw,Ntc ,HcrH,H td,H r ,NiCr,NiCr,NiCr,D2.6
710,KOMMENTAR:,WBGT,Psychromet,Feuchte,Taupunkt,Feuchttemp,Temp_T5,Feuchte_T5,TP_T5,Mischung,blatt aktu,blatt dry,blatt wet,quantum
V7,GW-MAX:,,,,,,,,,,,,,
$000016,GW-MIN:,,,,,,,,,,,,,
DATUM:,ZEIT:,M0.0 °C,M1.0 °C,M1.1 %H,M1.2 °C,M1.3 °C,M2.0 °C,M2.1 %H,M2.2 °C,M2.3 gk,M3.0 °C,M4.0 °C,M5.0 °C,M7.0 Wm
06.08.2020,10:56:51,28.95,26.95,41.7,13.0,17.99,27.11,39.9,12.4,8.9,23.9,24.7,21.9,82
06.08.2020,10:57:01,28.96,26.90,41.9,13.0,17.98,27.11,39.1,12.1,8.7,24.0,24.7,21.9,58
06.08.2020,10:57:11,28.98,26.82,42.2,13.0,17.98,27.10,39.3,12.2,8.8,24.1,24.8,21.9,83
06.08.2020,10:57:21,29.00,26.71,42.9,13.2,18.01,27.09,39.7,12.3,8.9,24.2,24.8,21.9,55
06.08.2020,10:57:31,29.01,26.52,43.4,13.2,17.95,27.08,39.7,12.3,8.9,24.2,24.7,21.9,85
06.08.2020,10:57:41,29.02,26.34,43.6,13.1,17.84,27.06,39.6,12.3,8.8,24.1,24.6,21.9,62
06.08.2020,10:57:51,29.03,26.12,44.0,13.0,17.75,27.02,40.6,12.6,9.0,24.0,24.4,21.8,74
06.08.2020,10:58:01,29.05,26.43,42.1,12.6,17.64,26.99,38.2,11.7,8.5,24.0,24.4,21.7,59
06.08.2020,10:58:11,29.06,26.66,40.6,12.3,17.56,26.97,38.0,11.6,8.4,23.9,24.4,21.7,63
06.08.2020,10:58:21,29.07,26.85,39.7,12.1,17.54,26.97,38.2,11.6,8.5,23.9,24.4,21.6,53
06.08.2020,10:58:31,29.07,26.77,40.4,12.3,17.61,26.98,39.2,12.0,8.7,23.9,24.4,21.7,64
06.08.2020,10:58:41,29.07,26.69,41.0,12.5,17.66,26.98,39.5,12.2,8.8,23.9,24.5,21.8,64
06.08.2020,10:58:51,29.08,26.67,41.1,12.5,17.66,26.99,39.3,12.1,8.7,23.9,24.5,22.0,65
06.08.2020,10:59:01,29.09,26.76,41.0,12.5,17.71,26.99,38.3,11.7,8.5,23.9,24.6,22.1,61
06.08.2020,10:59:11,29.10,26.99,40.1,12.4,17.72,27.01,37.5,11.4,8.3,24.0,24.7,22.1,63
06.08.2020,10:59:21,29.10,27.14,39.6,12.4,17.75,27.04,37.2,11.3,8.3,24.0,24.7,22.1,61
06.08.2020,10:59:31,29.12,27.32,38.6,12.1,17.71,27.07,37.7,11.5,8.4,24.1,24.8,22.1,59
06.08.2020,10:59:41,29.13,27.51,38.2,12.1,17.77,27.12,38.1,11.7,8.5,24.1,24.8,22.1,61
06.08.2020,10:59:51,29.14,27.50,38.8,12.3,17.87,27.17,38.9,12.1,8.7,24.0,24.8,22.0,61
06.08.2020,11:00:01,29.15,27.50,39.1,12.5,17.92,27.20,37.6,11.6,8.5,24.0,24.9,22.0,70
06.08.2020,11:00:11,29.16,27.57,39.0,12.5,17.97,27.23,37.7,11.7,8.5,24.2,24.8,21.9,62
06.08.2020,11:00:21,29.17,27.55,38.8,12.4,17.90,27.25,37.4,11.6,8.4,24.2,24.8,21.9,61
06.08.2020,11:00:31,29.18,27.44,39.0,12.4,17.87,27.28,38.5,12.0,8.7,24.1,24.8,21.9,56
06.08.2020,11:00:41,29.19,27.44,39.1,12.4,17.88,27.29,38.0,11.8,8.6,24.1,24.9,21.9,68
06.08.2020,11:00:51,29.21,27.38,39.2,12.4,17.85,27.30,37.4,11.6,8.5,24.0,24.8,21.8,56
06.08.2020,11:01:01,29.21,27.25,39.8,12.5,17.87,27.31,38.7,12.1,8.8,24.0,24.8,21.9,54
06.08.2020,11:01:11,29.22,26.99,40.9,12.7,17.87,27.31,38.5,12.1,8.7,24.2,24.8,21.9,60
06.08.2020,11:01:21,29.23,26.96,41.3,12.8,17.91,27.31,38.6,12.1,8.7,24.2,24.9,21.9,56
06.08.2020,11:01:31,29.24,27.01,41.5,12.9,17.99,27.31,38.7,12.1,8.8,24.3,24.8,22.1,59
06.08.2020,11:01:41,29.27,27.14,41.0,12.9,18.00,27.33,37.8,11.8,8.6,24.5,24.9,21.9,55
06.08.2020,11:01:51,29.28,27.08,41.2,12.9,18.00,27.35,37.9,11.9,8.6,24.3,24.9,21.7,56
06.08.2020,11:02:01,29.29,27.11,40.9,12.8,17.96,27.36,37.9,11.9,8.6,24.1,24.9,21.4,55
06.08.2020,11:02:11,29.30,27.16,40.8,12.8,17.99,27.36,38.5,12.1,8.7,24.1,24.9,21.1,56
06.08.2020,11:02:21,29.31,27.24,40.4,12.7,17.97,27.37,37.0,11.5,8.4,24.3,25.0,20.9,56
06.08.2020,11:02:31,29.32,27.29,40.2,12.7,17.96,27.39,36.5,11.3,8.3,24.4,25.0,20.9,59
06.08.2020,11:02:41,29.33,27.38,39.1,12.3,17.83,27.41,36.2,11.2,8.2,24.5,25.1,20.7,59
06.08.2020,11:02:51,29.34,27.44,38.8,12.3,17.83,27.44,37.1,11.6,8.5,24.4,25.1,20.7,54
06.08.2020,11:03:01,29.35,27.46,38.6,12.2,17.80,27.46,37.2,11.7,8.5,24.4,25.1,20.6,55
06.08.2020,11:03:11,29.37,27.22,39.4,12.3,17.76,27.47,38.8,12.3,8.9,24.2,25.0,20.4,55
06.08.2020,11:03:21,29.37,27.01,40.4,12.5,17.80,27.46,39.9,12.7,9.1,24.2,25.0,20.4,55
06.08.2020,11:03:31,29.38,26.94,41.1,12.7,17.87,27.44,39.3,12.5,9.0,24.3,25.0,20.6,56
06.08.2020,11:03:41,29.39,26.78,42.0,12.9,17.91,27.42,39.9,12.7,9.1,24.3,25.0,20.5,56
06.08.2020,11:03:51,29.39,26.75,42.0,12.9,17.88,27.40,38.0,11.9,8.6,24.4,25.0,20.5,54
06.08.2020,11:04:01,29.40,26.68,41.8,12.7,17.79,27.37,38.6,12.2,8.8,24.3,24.9,20.6,54
06.08.2020,11:04:11,29.41,26.64,41.7,12.7,17.75,27.34,38.4,12.0,8.7,24.2,24.9,20.5,54
06.08.2020,11:04:21,29.41,26.73,41.1,12.5,17.71,27.31,37.5,11.7,8.5,24.2,24.8,20.4,57
06.08.2020,11:04:31,29.42,27.13,39.8,12.4,17.78,27.32,37.7,11.7,8.5,24.3,24.9,20.6,56
06.08.2020,11:04:41,29.43,27.33,39.2,12.4,17.82,27.35,37.3,11.6,8.5,24.4,24.9,20.7,56
06.08.2020,11:04:51,29.44,27.56,38.3,12.2,17.82,27.39,37.9,11.9,8.6,24.3,25.0,20.7,57
06.08.2020,11:05:01,29.43,27.58,38.6,12.3,17.89,27.43,37.8,11.9,8.6,24.2,25.0,20.7,57
06.08.2020,11:05:11,29.44,27.58,38.7,12.4,17.92,27.46,37.0,11.6,8.4,24.3,25.0,20.7,58
06.08.2020,11:05:21,29.45,27.58,38.4,12.3,17.85,27.48,36.5,11.4,8.3,24.3,25.1,20.8,59
06.08.2020,11:05:31,29.46,27.59,38.3,12.2,17.84,27.51,36.9,11.6,8.4,24.3,25.1,20.6,60
06.08.2020,11:05:41,29.47,27.48,38.5,12.2,17.80,27.53,37.1,11.7,8.5,24.2,25.1,20.6,60
06.08.2020,11:05:51,29.48,27.22,39.3,12.3,17.74,27.53,37.2,11.7,8.5,24.3,25.1,20.6,61
06.08.2020,11:06:01,29.49,27.23,39.2,12.3,17.74,27.51,37.9,12.0,8.7,24.4,25.1,20.5,60
06.08.2020,11:06:11,29.50,27.10,40.2,12.5,17.82,27.50,38.2,12.1,8.7,24.4,25.1,20.5,61
06.08.2020,11:06:21,29.50,27.13,40.2,12.5,17.84,27.50,38.3,12.1,8.8,24.5,25.1,20.6,65
06.08.2020,11:06:31,29.52,27.14,40.3,12.6,17.88,27.49,37.7,11.9,8.6,24.6,25.2,20.7,63
06.08.2020,11:06:41,29.51,27.20,40.3,12.7,17.92,27.49,37.9,12.0,8.7,24.6,25.2,20.7,83
06.08.2020,11:06:51,29.52,27.18,40.6,12.8,17.96,27.50,38.8,12.3,8.9,24.6,25.2,20.9,101
06.08.2020,11:07:01,29.53,27.18,40.9,12.9,18.01,27.50,37.2,11.7,8.5,24.5,25.1,20.8,68
06.08.2020,11:07:11,29.54,27.17,40.7,12.8,17.97,27.51,36.8,11.6,8.4,24.4,25.1,20.8,67
06.08.2020,11:07:21,29.55,27.25,40.2,12.7,17.94,27.52,37.1,11.7,8.5,24.3,25.1,20.8,104
06.08.2020,11:07:31,29.55,27.39,39.6,12.5,17.93,27.53,37.0,11.7,8.5,24.5,25.2,20.9,117
06.08.2020,11:07:41,29.57,27.42,39.7,12.6,17.98,27.55,37.2,11.8,8.5,24.4,25.2,20.9,60
06.08.2020,11:07:51,29.58,27.45,39.1,12.4,17.88,27.56,36.8,11.6,8.5,24.4,25.3,20.8,111
06.08.2020,11:08:01,29.59,27.57,38.3,12.2,17.82,27.58,36.3,11.4,8.3,24.4,25.3,20.6,165
06.08.2020,11:08:11,29.60,27.59,38.2,12.2,17.83,27.60,36.4,11.5,8.4,24.6,25.3,20.7,64
06.08.2020,11:08:21,29.61,27.66,38.1,12.2,17.86,27.63,36.7,11.6,8.5,24.5,25.3,20.7,214
06.08.2020,11:08:31,29.62,27.54,39.1,12.5,17.95,27.67,38.1,12.2,8.8,24.3,25.2,20.7,172
06.08.2020,11:08:41,29.63,27.55,39.3,12.6,18.01,27.70,36.3,11.5,8.4,24.6,25.2,20.9,249
06.08.2020,11:08:51,29.64,27.63,38.7,12.4,17.95,27.72,35.5,11.2,8.2,24.6,25.4,21.1,224
06.08.2020,11:09:01,29.65,27.68,38.2,12.3,17.89,27.75,35.9,11.4,8.3,24.5,25.4,20.8,74
06.08.2020,11:09:11,29.66,27.54,38.6,12.3,17.86,27.77,36.4,11.6,8.5,24.3,25.3,20.6,127
06.08.2020,11:09:21,29.66,27.54,38.3,12.2,17.81,27.80,35.8,11.4,8.3,24.4,25.2,20.4,182
06.08.2020,11:09:31,29.67,27.62,38.0,12.1,17.81,27.82,36.1,11.5,8.4,24.2,25.1,20.3,137
06.08.2020,11:09:41,29.68,27.60,37.7,12.0,17.73,27.82,35.3,11.2,8.2,24.2,25.1,20.3,181
06.08.2020,11:09:51,29.69,27.67,37.6,12.0,17.77,27.85,36.7,11.8,8.6,24.3,25.0,20.3,142
06.08.2020,11:10:01,29.69,27.53,38.7,12.3,17.88,27.93,38.2,12.5,9.0,24.3,25.0,20.5,137
06.08.2020,11:10:11,29.70,27.28,40.1,12.6,17.94,28.02,38.7,12.8,9.1,24.2,25.0,20.6,94
06.08.2020,11:10:21,29.71,27.35,39.9,12.7,17.97,28.10,36.2,11.8,8.6,24.3,25.1,20.7,137
06.08.2020,11:10:31,29.72,27.36,40.3,12.8,18.04,28.23,36.3,12.0,8.7,24.5,25.2,20.7,132
06.08.2020,11:10:41,29.73,27.38,40.7,13.0,18.13,28.34,36.4,12.1,8.8,24.7,25.2,20.8,113
06.08.2020,11:10:51,29.74,27.28,41.3,13.1,18.16,28.44,35.8,12.0,8.7,24.8,25.2,20.8,106
06.08.2020,11:11:01,29.75,27.29,40.9,13.0,18.10,28.50,35.0,11.7,8.5,24.9,25.3,20.6,94
06.08.2020,11:11:11,29.76,27.33,40.5,12.9,18.06,28.54,34.9,11.7,8.5,24.9,25.3,20.6,110
06.08.2020,11:11:21,29.77,27.29,40.7,12.9,18.07,28.58,35.0,11.7,8.5,25.0,25.4,20.8,107
06.08.2020,11:11:31,29.78,27.27,41.0,13.0,18.12,28.62,34.9,11.7,8.5,24.8,25.4,20.9,103
06.08.2020,11:11:41,29.80,27.31,40.9,13.0,18.12,28.64,35.0,11.8,8.6,24.8,25.4,20.9,99
06.08.2020,11:11:51,29.81,27.34,40.8,13.0,18.13,28.62,35.4,11.9,8.6,24.8,25.5,20.8,76
06.08.2020,11:12:01,29.83,27.31,40.4,12.8,18.01,28.56,36.1,12.2,8.8,24.8,25.4,20.6,109
06.08.2020,11:12:11,29.84,26.87,41.8,12.9,17.94,28.48,37.9,12.9,9.2,24.8,25.3,20.4,100
06.08.2020,11:12:21,29.84,26.69,42.1,12.9,17.86,28.37,35.9,11.9,8.6,24.7,25.2,20.2,99
06.08.2020,11:12:31,29.87,26.63,41.7,12.7,17.74,28.25,37.1,12.3,8.9,24.6,25.0,20.0,101
06.08.2020,11:12:41,29.88,26.75,40.7,12.4,17.64,28.16,35.6,11.6,8.5,24.5,25.0,20.1,101
06.08.2020,11:12:51,29.89,26.59,41.5,12.6,17.67,28.10,39.6,13.2,9.4,24.4,25.0,20.3,102
06.08.2020,11:13:01,29.92,26.47,43.0,13.0,17.85,28.04,39.3,13.0,9.3,24.4,25.0,20.4,92
06.08.2020,11:13:11,29.94,26.58,43.4,13.2,18.00,28.00,37.7,12.4,8.9,24.5,25.0,20.6,97
06.08.2020,11:13:21,29.94,26.65,43.1,13.2,18.00,28.00,37.2,12.2,8.8,24.6,25.1,20.8,111
06.08.2020,11:13:31,29.96,26.78,42.1,13.0,17.93,27.98,35.3,11.3,8.3,24.5,25.1,20.8,147
06.08.2020,11:13:41,29.99,26.81,40.7,12.5,17.69,27.93,35.5,11.4,8.3,24.3,25.1,20.3,131
06.08.2020,11:13:51,30.01,26.51,41.3,12.4,17.57,27.88,36.9,11.9,8.6,24.3,25.0,20.0,131
06.08.2020,11:14:01,30.01,26.32,41.9,12.5,17.53,27.84,37.4,12.1,8.7,24.3,24.9,19.9,139
06.08.2020,11:14:11,30.03,26.14,43.0,12.7,17.58,27.80,39.1,12.7,9.1,24.3,24.8,20.0,133
06.08.2020,11:14:21,30.05,26.00,44.1,13.0,17.67,27.75,39.5,12.8,9.2,24.3,24.8,20.1,147
06.08.2020,11:14:31,30.07,26.10,44.2,13.1,17.76,27.70,37.3,11.9,8.6,24.3,24.9,20.3,142
06.08.2020,11:14:41,30.10,26.34,43.0,12.9,17.74,27.67,36.3,11.5,8.4,24.3,24.9,20.4,146
06.08.2020,11:14:51,30.11,26.51,42.1,12.7,17.71,27.67,36.4,11.5,8.4,24.4,25.0,20.5,151
06.08.2020,11:15:01,30.12,26.66,41.7,12.7,17.76,27.67,36.4,11.5,8.4,24.5,25.1,20.5,156
06.08.2020,11:15:11,30.15,26.76,41.6,12.7,17.81,27.70,36.4,11.6,8.4,24.6,25.2,20.6,145
06.08.2020,11:15:21,30.17,26.79,41.1,12.6,17.75,27.72,36.7,11.7,8.5,24.5,25.3,20.5,148
06.08.2020,11:15:31,30.18,26.84,40.8,12.5,17.73,27.73,36.2,11.5,8.4,24.6,25.3,20.6,114
06.08.2020,11:15:41,30.20,26.91,40.2,12.4,17.68,27.74,36.4,11.6,8.4,24.6,25.3,20.6,178
06.08.2020,11:15:51,30.22,27.12,39.4,12.3,17.70,27.75,36.7,11.7,8.5,24.5,25.3,20.5,207
06.08.2020,11:16:01,30.23,27.42,38.3,12.1,17.72,27.77,35.9,11.4,8.3,24.5,25.4,20.5,258
06.08.2020,11:16:11,30.25,27.86,36.7,11.8,17.74,27.82,35.4,11.2,8.3,24.5,25.5,20.6,181
06.08.2020,11:16:21,30.28,28.15,36.0,11.8,17.81,27.89,35.8,11.5,8.4,24.6,25.6,20.7,259
06.08.2020,11:16:31,30.29,28.13,36.3,11.9,17.88,27.97,36.8,12.0,8.7,24.6,25.6,20.7,241
06.08.2020,11:16:41,30.31,27.93,37.6,12.2,17.96,28.02,37.8,12.4,8.9,24.7,25.6,20.5,92
06.08.2020,11:16:51,30.35,27.85,38.5,12.5,18.08,28.07,36.9,12.1,8.7,24.8,25.5,20.7,358
06.08.2020,11:17:01,30.38,27.85,38.8,12.6,18.13,28.12,36.1,11.8,8.6,25.0,25.6,20.8,333
06.08.2020,11:17:11,30.42,27.92,38.7,12.7,18.17,28.17,35.8,11.7,8.5,25.1,25.6,20.9,470
06.08.2020,11:17:21,30.47,27.94,38.8,12.7,18.21,28.24,35.7,11.7,8.5,25.1,25.6,21.1,291
06.08.2020,11:17:31,30.50,27.86,39.1,12.8,18.21,28.28,36.6,12.2,8.8,25.0,25.6,21.2,465
06.08.2020,11:17:41,30.54,27.88,38.6,12.6,18.13,28.34,34.7,11.4,8.3,25.0,25.6,21.3,649
06.08.2020,11:17:51,30.61,28.03,38.0,12.5,18.12,28.45,35.0,11.6,8.5,25.0,25.9,21.3,860
06.08.2020,11:18:01,30.65,28.07,37.8,12.5,18.11,28.58,35.0,11.7,8.5,25.0,25.9,21.3,953
06.08.2020,11:18:11,30.70,28.04,37.9,12.5,18.11,28.74,34.8,11.8,8.6,24.9,25.9,21.2,1019
06.08.2020,11:18:21,30.78,28.10,37.9,12.5,18.16,28.94,35.2,12.1,8.8,24.9,25.9,21.3,1064
06.08.2020,11:18:31,30.83,28.11,38.3,12.7,18.23,29.18,34.8,12.2,8.8,24.9,25.8,21.1,1093
06.08.2020,11:18:41,30.91,27.97,38.9,12.8,18.24,29.41,34.5,12.2,8.8,25.0,25.8,21.0,1098
06.08.2020,11:18:51,30.98,27.83,39.0,12.7,18.16,29.61,32.8,11.7,8.5,25.1,25.8,21.2,1085
06.08.2020,11:19:01,31.07,27.62,39.6,12.8,18.11,29.81,33.8,12.3,8.8,25.3,25.9,21.2,1053
06.08.2020,11:19:11,31.17,27.61,39.7,12.8,18.12,30.05,31.7,11.5,8.4,25.4,26.0,21.1,995
06.08.2020,11:19:21,31.26,27.68,39.2,12.7,18.08,30.25,31.3,11.5,8.4,25.5,26.0,21.1,918
06.08.2020,11:19:31,31.37,27.80,38.6,12.5,18.06,30.39,32.0,12.0,8.7,25.6,26.1,21.1,828
06.08.2020,11:19:41,31.47,27.80,39.0,12.7,18.13,30.53,32.0,12.1,8.7,25.6,26.1,21.3,737
06.08.2020,11:19:51,31.59,27.87,39.0,12.8,18.19,30.63,31.5,11.9,8.6,25.4,26.1,21.3,636
06.08.2020,11:20:01,31.72,27.76,39.9,13.0,18.28,30.66,33.8,13.0,9.3,25.3,26.1,21.3,574
06.08.2020,11:20:11,31.83,27.74,40.1,13.1,18.30,30.63,31.5,11.9,8.6,25.5,26.2,21.4,528
06.08.2020,11:20:21,31.96,27.81,40.0,13.1,18.34,30.60,32.9,12.6,9.0,25.5,26.2,21.6,495
06.08.2020,11:20:31,32.10,27.86,40.1,13.2,18.41,30.56,32.5,12.3,8.9,25.5,26.4,21.8,462
06.08.2020,11:20:41,32.24,27.88,40.2,13.2,18.43,30.54,32.2,12.2,8.8,25.6,26.5,21.9,434
06.08.2020,11:20:51,32.36,27.93,40.3,13.3,18.48,30.54,33.3,12.7,9.1,25.7,26.5,21.9,402
06.08.2020,11:21:01,32.49,27.93,40.4,13.4,18.51,30.52,32.3,12.2,8.8,25.9,26.5,21.9,373
06.08.2020,11:21:11,32.66,27.97,40.3,13.4,18.52,30.52,32.2,12.2,8.8,25.8,26.5,21.9,350
06.08.2020,11:21:21,32.81,28.01,39.7,13.2,18.44,30.52,32.3,12.2,8.8,25.9,26.5,21.9,337
06.08.2020,11:21:31,32.95,27.83,40.1,13.1,18.37,30.52,32.2,12.2,8.8,25.7,26.5,22.0,337
06.08.2020,11:21:41,33.09,27.94,39.8,13.1,18.40,30.56,32.0,12.1,8.7,25.8,26.7,22.0,351
06.08.2020,11:21:51,33.24,27.97,39.7,13.1,18.40,30.67,32.3,12.3,8.9,25.7,26.8,22.0,391
06.08.2020,11:22:01,33.39,27.90,40.1,13.2,18.43,30.83,33.0,12.8,9.2,25.8,27.0,21.9,442
06.08.2020,11:22:11,33.52,27.86,40.6,13.3,18.48,31.01,32.0,12.5,9.0,25.9,27.2,21.9,512
06.08.2020,11:22:21,33.66,27.88,40.5,13.4,18.49,31.25,31.1,12.3,8.8,26.1,27.5,21.9,593
06.08.2020,11:22:31,33.82,27.88,40.4,13.3,18.46,31.51,30.7,12.3,8.9,26.2,27.5,21.8,697
06.08.2020,11:22:41,33.96,27.94,40.0,13.2,18.43,31.71,30.4,12.3,8.9,26.3,27.5,21.8,779
06.08.2020,11:22:51,34.10,27.92,39.8,13.1,18.38,31.91,29.3,11.9,8.6,26.3,27.6,21.8,846
06.08.2020,11:23:01,34.23,27.90,39.6,13.0,18.32,32.10,29.4,12.2,8.8,26.5,27.6,21.7,900
06.08.2020,11:23:11,34.39,27.70,40.6,13.2,18.36,32.30,30.9,13.1,9.3,26.6,27.4,21.7,947
06.08.2020,11:23:21,34.52,27.59,41.4,13.4,18.43,32.45,31.8,13.7,9.7,26.7,27.3,21.7,977
06.08.2020,11:23:31,34.65,27.66,41.7,13.6,18.54,32.60,29.7,12.7,9.1,26.7,27.3,21.8,999
06.08.2020,11:23:41,34.77,27.63,42.2,13.8,18.61,32.72,29.5,12.7,9.1,26.6,27.2,21.9,1010
06.08.2020,11:23:51,34.92,27.69,41.1,13.4,18.44,32.74,28.0,12.0,8.7,26.4,27.2,21.9,1008
06.08.2020,11:24:01,35.03,27.63,40.9,13.3,18.36,32.68,29.6,12.8,9.1,26.2,27.1,21.9,993
06.08.2020,11:24:11,35.15,27.53,41.1,13.2,18.32,32.60,30.2,13.0,9.3,26.2,27.1,21.9,964
06.08.2020,11:24:21,35.26,27.51,40.8,13.1,18.26,32.50,28.7,12.1,8.8,26.1,27.0,22.1,921
06.08.2020,11:24:31,35.38,27.56,40.7,13.1,18.28,32.37,29.3,12.3,8.9,26.1,26.9,22.0,861
06.08.2020,11:24:41,35.49,27.54,40.9,13.2,18.29,32.22,29.9,12.5,9.0,26.1,26.9,22.1,809
06.08.2020,11:24:51,35.60,27.44,41.1,13.2,18.26,32.05,30.0,12.4,8.9,26.1,26.9,22.2,763
06.08.2020,11:25:01,35.69,27.56,40.7,13.1,18.28,31.92,30.4,12.5,9.0,26.1,26.9,22.3,725
06.08.2020,11:25:11,35.81,27.52,40.5,13.0,18.20,31.78,30.0,12.2,8.8,26.1,26.8,22.4,685
06.08.2020,11:25:21,35.91,27.51,40.4,13.0,18.18,31.71,30.4,12.3,8.9,25.9,26.9,22.3,648
06.08.2020,11:25:31,36.00,27.58,40.5,13.1,18.25,31.67,31.4,12.8,9.1,25.8,26.9,22.3,603
06.08.2020,11:25:41,36.10,27.71,40.5,13.2,18.37,31.67,31.7,12.9,9.2,25.8,26.8,22.3,549
06.08.2020,11:25:51,36.21,27.95,40.5,13.4,18.54,31.72,31.1,12.7,9.1,25.7,26.8,22.3,485
06.08.2020,11:26:01,36.30,28.06,40.7,13.6,18.67,31.83,31.6,13.0,9.3,25.9,26.9,22.4,431
06.08.2020,11:26:11,36.40,28.24,40.8,13.8,18.83,31.99,31.1,12.9,9.2,26.0,26.9,22.4,385
06.08.2020,11:26:21,36.50,28.36,40.7,13.8,18.89,32.18,29.7,12.4,8.9,26.1,26.9,22.5,352
06.08.2020,11:26:31,36.62,28.44,39.9,13.6,18.80,32.41,28.9,12.2,8.8,26.0,26.9,22.5,330
06.08.2020,11:26:41,36.71,28.55,38.8,13.3,18.67,32.58,28.6,12.1,8.8,25.8,26.8,22.5,323
06.08.2020,11:26:51,36.81,28.92,37.1,12.9,18.62,32.71,27.8,11.8,8.6,25.9,26.9,22.7,326
06.08.2020,11:27:01,36.90,29.10,36.5,12.8,18.63,32.87,27.8,12.0,8.7,25.9,26.9,22.6,341
06.08.2020,11:27:11,37.01,29.12,36.5,12.8,18.64,33.07,28.8,12.7,9.1,25.7,26.7,22.2,372
06.08.2020,11:27:21,37.08,28.81,37.9,13.2,18.69,33.20,29.8,13.3,9.5,25.5,26.6,22.2,410
06.08.2020,11:27:31,37.17,28.62,38.9,13.4,18.74,33.28,28.5,12.7,9.1,25.6,26.6,22.3,464
06.08.2020,11:27:41,37.25,28.73,38.7,13.4,18.78,33.35,27.8,12.4,8.9,25.7,26.7,22.5,533
06.08.2020,11:27:51,37.33,28.95,37.6,13.1,18.73,33.40,27.3,12.1,8.8,25.9,26.7,22.6,624
06.08.2020,11:28:01,37.40,29.02,37.5,13.2,18.77,33.43,27.5,12.3,8.8,25.7,26.8,22.5,718
06.08.2020,11:28:11,37.47,29.07,37.5,13.2,18.80,33.43,27.4,12.2,8.8,25.8,26.9,22.5,814
06.08.2020,11:28:21,37.55,28.97,37.5,13.1,18.73,33.40,27.9,12.5,9.0,25.9,27.0,22.5,904
06.08.2020,11:28:31,37.63,28.90,36.9,12.8,18.57,33.29,27.2,12.0,8.7,26.1,27.1,22.6,1005
06.08.2020,11:28:41,37.69,28.93,36.7,12.8,18.55,33.17,27.6,12.1,8.7,26.1,27.0,22.7,1074
06.08.2020,11:28:51,37.75,28.85,37.4,13.0,18.62,33.07,28.0,12.2,8.8,26.1,27.0,22.7,1123
06.08.2020,11:29:01,37.82,28.60,38.3,13.1,18.61,32.98,29.1,12.8,9.1,26.2,27.0,22.7,1149
06.08.2020,11:29:11,37.89,28.29,39.2,13.2,18.55,32.83,30.2,13.2,9.4,26.2,27.0,22.5,1145
06.08.2020,11:29:21,37.95,28.14,39.9,13.3,18.56,32.70,29.8,12.9,9.2,26.3,27.0,22.5,1115
06.08.2020,11:29:31,38.00,28.05,40.7,13.6,18.65,32.58,31.7,13.7,9.7,26.3,27.0,22.6,1063
06.08.2020,11:29:41,38.07,27.93,41.8,13.9,18.77,32.48,32.5,14.0,9.9,26.4,27.0,22.5,992
06.08.2020,11:29:51,38.14,27.74,42.7,14.0,18.79,32.37,32.2,13.8,9.8,26.4,26.8,22.3,891
06.08.2020,11:30:01,38.19,27.67,42.9,14.0,18.76,32.27,30.8,13.0,9.3,26.4,26.8,22.3,792
06.08.2020,11:30:11,38.25,27.89,42.1,14.0,18.80,32.24,30.1,12.6,9.1,26.3,26.9,22.4,686
06.08.2020,11:30:21,38.30,28.12,40.9,13.7,18.75,32.28,29.9,12.6,9.0,26.2,27.1,22.6,584
06.08.2020,11:30:31,38.38,28.33,40.1,13.6,18.75,32.37,29.5,12.4,8.9,26.2,27.2,22.7,473
06.08.2020,11:30:41,38.43,28.47,39.6,13.5,18.78,32.47,30.0,12.8,9.1,26.1,27.2,22.7,394
06.08.2020,11:30:51,38.48,28.25,40.2,13.6,18.72,32.58,30.6,13.2,9.4,26.0,27.2,22.7,327
06.08.2020,11:31:01,38.54,28.11,40.4,13.5,18.65,32.67,30.1,13.0,9.3,26.1,27.2,22.5,278
06.08.2020,11:31:11,38.59,27.94,41.4,13.7,18.70,32.78,30.8,13.5,9.6,26.2,27.1,22.4,239
06.08.2020,11:31:21,38.64,27.90,41.5,13.7,18.69,32.87,29.3,12.8,9.1,26.3,27.1,22.4,217
06.08.2020,11:31:31,38.70,28.00,41.2,13.7,18.70,32.98,28.5,12.4,8.9,26.4,27.1,22.5,204
06.08.2020,11:31:41,38.74,28.21,40.6,13.7,18.75,33.13,28.6,12.6,9.0,26.5,27.1,22.5,196
06.08.2020,11:31:51,38.78,28.46,39.9,13.6,18.81,33.34,29.5,13.3,9.4,26.4,27.2,22.7,191
06.08.2020,11:32:01,38.83,28.58,39.7,13.7,18.87,33.49,28.8,13.0,9.3,26.4,27.3,22.9,188
06.08.2020,11:32:11,38.86,28.73,39.8,13.8,19.00,33.63,28.2,12.8,9.2,26.2,27.4,22.9,187
06.08.2020,11:32:21,38.90,28.62,39.5,13.6,18.85,33.72,26.8,12.1,8.8,26.2,27.4,22.9,185
